CustomerKey,GeographyKey,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,SpanishEducation,FrenchEducation,EnglishOccupation,SpanishOccupation,FrenchOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance
11477,127,AW00011477,,Tristan,,Hughes,0,1973-06-25 00:00:00,S,,M,tristan12@adventure-works.com,30000,0,0,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,1,Platz des Landtags 33,,1 (11) 500 555-0121,2004-03-28 00:00:00,1-2 Miles
11478,218,AW00011478,,Billy,C,Hernandez,0,1973-02-25 00:00:00,S,,M,billy5@adventure-works.com,30000,0,0,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,1,"570, avenue des Champs-Elysées",,1 (11) 500 555-0121,2003-10-21 00:00:00,2-5 Miles
11479,182,AW00011479,,Darryl,L,Wu,0,1973-04-22 00:00:00,M,,M,darryl6@adventure-works.com,40000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,"52, rue de Berri",,1 (11) 500 555-0180,2003-06-08 00:00:00,1-2 Miles
11480,224,AW00011480,,Colleen,A,Ma,0,1973-03-11 00:00:00,M,,F,colleen16@adventure-works.com,40000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,"2, place Beaubernard",,1 (11) 500 555-0160,2003-06-28 00:00:00,1-2 Miles
11481,156,AW00011481,,Erica,,Hu,0,1973-05-23 00:00:00,M,,F,erica19@adventure-works.com,40000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,Am Gallberg 46,Einkaufsabteilung,1 (11) 500 555-0117,2002-07-30 00:00:00,1-2 Miles
11482,272,AW00011482,,Adrienne,C,Torres,0,1972-07-19 00:00:00,S,,F,adrienne8@adventure-works.com,30000,0,0,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,1,9684 La Vista Avenue,,1 (11) 500 555-0120,2002-03-11 00:00:00,1-2 Miles
11483,199,AW00011483,,Calvin,E,Chande,0,1972-05-22 00:00:00,M,,M,calvin13@adventure-works.com,40000,1,1,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,1,"9, rue de l´Avenir",,1 (11) 500 555-0197,2003-06-25 00:00:00,0-1 Miles
11484,171,AW00011484,,Erick,L,Sai,0,1972-03-06 00:00:00,S,,M,erick5@adventure-works.com,40000,2,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,0,Hauptstr 6057,,1 (11) 500 555-0161,2002-07-05 00:00:00,0-1 Miles
11485,237,AW00011485,,Donald,,Chandra,0,1972-08-07 00:00:00,M,,M,donald4@adventure-works.com,40000,2,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,0,0,1644 Alicante Court,,1 (11) 500 555-0191,2002-03-17 00:00:00,0-1 Miles
11486,117,AW00011486,,Ariana,F,Rogers,0,1971-05-25 00:00:00,S,,F,ariana17@adventure-works.com,10000,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Manual,Obrero,Ouvrier,1,2,Königstr 381,,1 (11) 500 555-0118,2004-05-27 00:00:00,1-2 Miles
11487,186,AW00011487,,Morgan,C,Jones,0,1971-07-09 00:00:00,S,,F,morgan26@adventure-works.com,10000,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Manual,Obrero,Ouvrier,0,2,"55, impasse Notre-Dame",,1 (11) 500 555-0155,2004-06-17 00:00:00,1-2 Miles
11488,256,AW00011488,,Jermaine,,Lopez,0,1971-09-21 00:00:00,S,,M,jermaine15@adventure-works.com,20000,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Manual,Obrero,Ouvrier,1,2,5456 Old Oak Drive,,1 (11) 500 555-0181,2002-04-30 00:00:00,1-2 Miles
11489,262,AW00011489,,Deborah,S,Goel,0,1971-03-07 00:00:00,S,,F,deborah21@adventure-works.com,20000,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Manual,Obrero,Ouvrier,0,2,3670 All Ways Drive,,1 (11) 500 555-0168,2002-04-30 00:00:00,1-2 Miles
11490,217,AW00011490,,Danny,,Rubio,0,1971-01-06 00:00:00,S,,M,danny22@adventure-works.com,20000,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Manual,Obrero,Ouvrier,0,2,"5, avenue de la Gare",,1 (11) 500 555-0122,2003-10-06 00:00:00,0-1 Miles
11491,255,AW00011491,,Andre,,Perez,0,1971-04-06 00:00:00,M,,M,andre20@adventure-works.com,20000,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Manual,Obrero,Ouvrier,0,2,70 Tobi Drive,,1 (11) 500 555-0112,2002-05-10 00:00:00,0-1 Miles
11492,115,AW00011492,,Terrence,C,Chander,0,1971-11-19 00:00:00,S,,M,terrence16@adventure-works.com,30000,0,0,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,1,Reiherweg 5014,,1 (11) 500 555-0155,2002-08-14 00:00:00,2-5 Miles
11493,255,AW00011493,,Dawn,T,Wu,0,1970-12-02 00:00:00,S,,F,dawn8@adventure-works.com,40000,2,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,0,6344 St Paul Way,,1 (11) 500 555-0139,2002-05-17 00:00:00,1-2 Miles
11494,267,AW00011494,,Jimmy,M,Gutierrez,0,1970-07-28 00:00:00,S,,M,jimmy14@adventure-works.com,40000,2,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,0,9627 N. Civic Drive,,1 (11) 500 555-0112,2002-06-25 00:00:00,1-2 Miles
11495,154,AW00011495,,Francis,,Jimenez,0,1971-09-04 00:00:00,S,,M,francis3@adventure-works.com,40000,2,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,Curieweg 3991,,1 (11) 500 555-0143,2004-04-28 00:00:00,1-2 Miles
11496,272,AW00011496,,Gary,,Ortega,0,1970-10-17 00:00:00,S,,M,gary31@adventure-works.com,40000,2,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,2,5009 Grasswood Circle,,1 (11) 500 555-0197,2002-06-02 00:00:00,0-1 Miles
11497,261,AW00011497,,Katrina,R,Nath,0,1970-11-26 00:00:00,S,,F,katrina17@adventure-works.com,40000,2,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,2,8874 Folson Drive,,1 (11) 500 555-0154,2004-05-07 00:00:00,1-2 Miles
11498,49,AW00011498,,Arturo,C,Sun,0,1974-01-15 00:00:00,S,,M,arturo14@adventure-works.com,40000,3,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,2,4023 Jasper Court,,694-555-0114,2003-09-01 00:00:00,1-2 Miles
11499,311,AW00011499,,Pedro,A,Vance,0,1974-11-14 00:00:00,S,,M,pedro4@adventure-works.com,40000,3,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,2,4438 Chrislend Court,,149-555-0132,2003-10-08 00:00:00,1-2 Miles
11500,52,AW00011500,,Sarah,V,Simmons,0,1974-09-18 00:00:00,S,,F,sarah40@adventure-works.com,40000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,1005 Valley Oak Plaza,,579-555-0169,2003-08-04 00:00:00,0-1 Miles
11501,49,AW00011501,,Brandy,P,Chandra,0,1975-07-07 00:00:00,S,,F,brandy20@adventure-works.com,40000,3,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,2,7089 Monti Circle,,323-555-0162,2003-09-28 00:00:00,1-2 Miles
11502,63,AW00011502,,Jared,,Peterson,0,1975-03-07 00:00:00,S,,M,jared8@adventure-works.com,40000,4,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,6878 Dublin,,879-555-0159,2003-08-03 00:00:00,0-1 Miles
11503,312,AW00011503,,Dennis,G,Wu,0,1930-10-13 00:00:00,M,,M,dennis8@adventure-works.com,50000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,9810 Rishell Ct.,,724-555-0194,2003-11-27 00:00:00,1-2 Miles
11504,315,AW00011504,,Jordan,P,Baker,0,1931-04-20 00:00:00,M,,F,jordan45@adventure-works.com,40000,1,0,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,1,3427 B Wildbrook Ct.,,138-555-0117,2003-11-02 00:00:00,0-1 Miles
11505,43,AW00011505,,Jasmine,A,Powell,0,1966-07-07 00:00:00,S,,F,jasmine48@adventure-works.com,60000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,5684 San Marino Ct.,,847-555-0156,2003-08-26 00:00:00,1-2 Miles
11506,60,AW00011506,,Nicholas,S,Brown,0,1966-05-17 00:00:00,S,,M,nicholas6@adventure-works.com,60000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,0,0,2813 Dew Drop Circle,,883-555-0144,2003-09-09 00:00:00,0-1 Miles
11507,69,AW00011507,,Isabella,A,Russell,0,1966-11-20 00:00:00,S,,F,isabella30@adventure-works.com,60000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,2427 Pastime Dr,,168-555-0190,2003-08-21 00:00:00,1-2 Miles
11508,626,AW00011508,,Elizabeth,R,Wilson,0,1966-07-07 00:00:00,S,,F,elizabeth11@adventure-works.com,60000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,1144 N. Jackson Way,,469-555-0110,2003-11-03 00:00:00,1-2 Miles
11509,347,AW00011509,,Roger,,Harui,0,1953-07-26 00:00:00,M,,F,roger4@adventure-works.com,30000,1,0,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,1,3989 Tice Valley Blvd.,,731-555-0184,2004-01-30 00:00:00,5-10 Miles
11510,54,AW00011510,,Seth,H,Roberts,0,1953-07-13 00:00:00,M,,M,seth40@adventure-works.com,30000,1,0,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,1,5989 Concord Ave,,199-555-0147,2003-09-13 00:00:00,1-2 Miles
11511,543,AW00011511,,Caleb,,Perry,0,1953-06-14 00:00:00,M,,M,caleb4@adventure-works.com,30000,1,0,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,1,2324 Cherry Street,,786-555-0137,2003-09-14 00:00:00,2-5 Miles
11512,59,AW00011512,,Natalie,L,Campbell,0,1954-08-13 00:00:00,S,,F,natalie50@adventure-works.com,20000,3,0,Partial High School,Educación secundaria (en curso),Niveau bac,Manual,Obrero,Ouvrier,1,2,3481 Broadmoor Drive,,178-555-0147,2004-06-30 00:00:00,1-2 Miles
11513,62,AW00011513,,Alyssa,A,Howard,0,1954-09-27 00:00:00,S,,F,alyssa38@adventure-works.com,20000,3,0,Partial High School,Educación secundaria (en curso),Niveau bac,Manual,Obrero,Ouvrier,0,2,5780 Conifer Terrace,,805-555-0188,2003-12-10 00:00:00,1-2 Miles
11514,642,AW00011514,,Dalton,,Diaz,0,1954-04-20 00:00:00,M,,M,dalton67@adventure-works.com,30000,1,0,High School,Educación secundaria,Bac + 2,Clerical,Administrativo,Employé,1,1,8033 Danesta Dr.,,994-555-0158,2003-12-26 00:00:00,2-5 Miles
11515,301,AW00011515,,Shannon,H,Huang,0,1954-02-25 00:00:00,M,,F,shannon6@adventure-works.com,30000,1,0,High School,Educación secundaria,Bac + 2,Clerical,Administrativo,Employé,1,1,4679 Duke Way,,458-555-0116,2002-03-03 00:00:00,2-5 Miles
11516,310,AW00011516,,Mya,,Gonzales,0,1954-10-21 00:00:00,M,,F,mya17@adventure-works.com,30000,1,0,High School,Educación secundaria,Bac + 2,Clerical,Administrativo,Employé,1,1,8826 Fine Drive,,211-555-0110,2002-03-18 00:00:00,2-5 Miles
11517,355,AW00011517,,Katherine,A,Bryant,0,1954-06-20 00:00:00,M,,F,katherine44@adventure-works.com,40000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,8761 Dancing Court,,802-555-0135,2003-12-28 00:00:00,0-1 Miles
11518,545,AW00011518,,Edward,,Washington,0,1955-05-10 00:00:00,M,,M,edward62@adventure-works.com,40000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,2747 Carmel Dr.,,446-555-0170,2004-04-29 00:00:00,0-1 Miles
11519,49,AW00011519,,Jerome,B,Navarro,0,1955-03-17 00:00:00,M,,M,jerome8@adventure-works.com,40000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,9537 Ridgewood Drive,,934-555-0191,2003-09-14 00:00:00,1-2 Miles
11520,60,AW00011520,,Jada,A,Morgan,0,1955-04-11 00:00:00,M,,F,jada14@adventure-works.com,40000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,8394 Lincoln Drive,,160-555-0131,2003-08-26 00:00:00,0-1 Miles
11521,644,AW00011521,,Ariana,,Peterson,0,1955-12-09 00:00:00,M,,F,ariana4@adventure-works.com,40000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,9052 Blue Ridge Dr,,298-555-0145,2003-09-06 00:00:00,0-1 Miles
11522,546,AW00011522,,Christian,J,Hughes,0,1955-12-23 00:00:00,M,,M,christian26@adventure-works.com,80000,5,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,3279 W 46th St,,231-555-0168,2002-03-06 00:00:00,0-1 Miles
11523,54,AW00011523,,Lucas,V,Taylor,0,1956-08-10 00:00:00,M,,M,lucas22@adventure-works.com,40000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,2328 California Street,,149-555-0146,2003-08-19 00:00:00,0-1 Miles
11524,374,AW00011524,,Alyssa,L,Jackson,0,1956-01-23 00:00:00,M,,F,alyssa11@adventure-works.com,40000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,8752 Greenway Drive,,398-555-0193,2004-02-29 00:00:00,1-2 Miles
11525,543,AW00011525,,Ariana,,Cook,0,1956-01-09 00:00:00,M,,F,ariana19@adventure-works.com,40000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,869 Aspen Drive,,160-555-0119,2002-03-09 00:00:00,0-1 Miles
11526,70,AW00011526,,Katherine,P,Diaz,0,1956-08-06 00:00:00,M,,F,katherine48@adventure-works.com,40000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,8160 Star Tree Court,,147-555-0124,2003-08-07 00:00:00,1-2 Miles
11527,361,AW00011527,,Jenna,J,Green,0,1956-06-04 00:00:00,M,,F,jenna14@adventure-works.com,40000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,905 Johnson Road,,961-555-0153,2003-08-11 00:00:00,1-2 Miles
11528,325,AW00011528,,Joan,,Washington,0,1957-08-19 00:00:00,M,,F,joan7@adventure-works.com,40000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,2932 Esperanza Dr,,732-555-0144,2002-03-15 00:00:00,1-2 Miles
11529,547,AW00011529,,Austin,L,Bryant,0,1957-11-16 00:00:00,M,,M,austin14@adventure-works.com,40000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,786 Eastgate Ave,,537-555-0113,2002-03-27 00:00:00,1-2 Miles
11530,54,AW00011530,,Andrew,C,Martinez,0,1957-07-26 00:00:00,M,,M,andrew24@adventure-works.com,40000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,3183 Trasher Road,,226-555-0113,2003-08-01 00:00:00,1-2 Miles
11531,300,AW00011531,,Nina,R,Yuan,0,1957-01-07 00:00:00,M,,F,nina7@adventure-works.com,40000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,4851 Heights Ave.,,568-555-0198,2002-03-02 00:00:00,0-1 Miles
11532,634,AW00011532,,Lauren,,Miller,0,1957-02-26 00:00:00,M,,F,lauren24@adventure-works.com,40000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,6437 Brookview Dr.,,827-555-0183,2003-10-07 00:00:00,1-2 Miles
11533,280,AW00011533,,Ebony,E,Gill,0,1957-07-21 00:00:00,M,,F,ebony35@adventure-works.com,40000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,1,1,3235 Mi Casa Court,,327-555-0157,2003-11-15 00:00:00,1-2 Miles
11534,337,AW00011534,,Cameron,M,Lewis,0,1958-11-13 00:00:00,S,,M,cameron39@adventure-works.com,60000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,7665 Terrace Road,,199-555-0180,2002-03-21 00:00:00,1-2 Miles
11535,543,AW00011535,,Devin,,Nelson,0,1958-07-03 00:00:00,M,,M,devin32@adventure-works.com,60000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,2569 Webster Drive,,256-555-0111,2002-03-05 00:00:00,0-1 Miles
11536,322,AW00011536,,Logan,J,Chow,0,1958-04-17 00:00:00,M,,M,logan25@adventure-works.com,60000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,6024 Lacanda,,545-555-0121,2002-03-27 00:00:00,1-2 Miles
11537,310,AW00011537,,Dakota,,Ross,0,1958-03-24 00:00:00,M,,M,dakota3@adventure-works.com,60000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,1024 Walnut Blvd.,,186-555-0170,2002-03-24 00:00:00,0-1 Miles
11538,352,AW00011538,,Nicole,B,Taylor,0,1959-08-28 00:00:00,S,,F,nicole9@adventure-works.com,60000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,0,0,112 Kathleen Drive,,217-555-0170,2002-03-19 00:00:00,0-1 Miles
11539,311,AW00011539,,Justin,,Washington,0,1959-08-22 00:00:00,M,,M,justin10@adventure-works.com,60000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,6092 Chestnut,,701-555-0175,2002-03-26 00:00:00,1-2 Miles
11540,312,AW00011540,,Alberto,C,Navarro,0,1959-01-28 00:00:00,S,,M,alberto11@adventure-works.com,60000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,1,0,7615 Buena Vista,,535-555-0131,2002-03-16 00:00:00,1-2 Miles
11541,547,AW00011541,,Aidan,D,Ross,0,1959-04-12 00:00:00,S,,M,aidan4@adventure-works.com,60000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Skilled Manual,Obrero especializado,Technicien,0,0,2209 Sequoia Drive,,154-555-0143,2002-03-15 00:00:00,0-1 Miles
11542,278,AW00011542,,Alejandro,L,Tang,0,1968-09-10 00:00:00,S,,M,alejandro30@adventure-works.com,20000,1,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,0,0,5545 Clemson Court,,1 (11) 500 555-0124,2003-11-12 00:00:00,0-1 Miles
11543,201,AW00011543,,Sheena,,Chande,0,1968-02-17 00:00:00,M,,F,sheena13@adventure-works.com,20000,1,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,1,"9, rue des Vendangeurs",,1 (11) 500 555-0178,2004-06-23 00:00:00,2-5 Miles
11544,127,AW00011544,,Joel,A,Garcia,0,1968-05-07 00:00:00,M,,M,joel14@adventure-works.com,30000,1,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,Essener Straße 8,,1 (11) 500 555-0159,2004-02-29 00:00:00,1-2 Miles
11545,200,AW00011545,,Reginald,,Dominguez,0,1968-03-25 00:00:00,M,,M,reginald20@adventure-works.com,30000,1,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,"88, rue Georges-Clémenceau",,1 (11) 500 555-0137,2004-01-14 00:00:00,0-1 Miles
11546,189,AW00011546,,Christine,,Chande,0,1968-03-14 00:00:00,M,,F,christine10@adventure-works.com,30000,1,1,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,"522bis, rue des Peupliers",,1 (11) 500 555-0179,2003-06-05 00:00:00,2-5 Miles
11547,201,AW00011547,,Cindy,E,Sai,0,1968-03-08 00:00:00,M,,F,cindy6@adventure-works.com,40000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,"88, allée des Princes",,1 (11) 500 555-0111,2003-06-28 00:00:00,0-1 Miles
11548,230,AW00011548,,Raymond,,Sanchez,0,1968-10-12 00:00:00,S,,M,raymond21@adventure-works.com,40000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,2381 Tupelo Drive,,1 (11) 500 555-0160,2002-06-04 00:00:00,0-1 Miles
11549,257,AW00011549,,Crystal,J,Liang,0,1968-09-06 00:00:00,M,,F,crystal17@adventure-works.com,40000,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,5077 Bannock Ct.,,1 (11) 500 555-0120,2002-06-23 00:00:00,0-1 Miles
11550,263,AW00011550,,Deb,,Torres,0,1968-08-08 00:00:00,S,,F,deb4@adventure-works.com,40000,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,7553 Harness Circle,,1 (11) 500 555-0125,2002-07-23 00:00:00,0-1 Miles
11551,215,AW00011551,,Shannon,,Alvarez,0,1967-05-25 00:00:00,S,,M,shannon26@adventure-works.com,10000,3,3,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,1,"268, avenue de l´Europe",,1 (11) 500 555-0159,2003-09-02 00:00:00,0-1 Miles
11552,135,AW00011552,,Eddie,L,Rubio,0,1967-05-27 00:00:00,S,,M,eddie21@adventure-works.com,20000,1,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,0,1,Heiderplatz 662,,1 (11) 500 555-0159,2004-07-09 00:00:00,1-2 Miles
11553,266,AW00011553,,Sharon,D,Luo,0,1967-09-09 00:00:00,M,,F,sharon12@adventure-works.com,20000,1,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,1,6804 Coldwater Drive,,1 (11) 500 555-0118,2004-02-23 00:00:00,2-5 Miles
11554,224,AW00011554,,Sydney,,Simmons,0,1926-09-28 00:00:00,S,,F,sydney37@adventure-works.com,10000,4,0,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,2,"88, avenue de l´ Union Centrale",,1 (11) 500 555-0198,2003-11-09 00:00:00,0-1 Miles
11555,237,AW00011555,,Alexandria,R,Henderson,0,1926-07-08 00:00:00,M,,F,alexandria5@adventure-works.com,40000,1,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,"11, rue de la Cavalerie",,1 (11) 500 555-0182,2003-11-09 00:00:00,0-1 Miles
11556,271,AW00011556,,Lucas,J,Evans,0,1967-05-14 00:00:00,M,,M,lucas10@adventure-works.com,20000,1,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,1,3663 A St.,,1 (11) 500 555-0153,2004-06-23 00:00:00,2-5 Miles
11557,278,AW00011557,,Felicia,,Ramos,0,1967-01-15 00:00:00,S,,F,felicia16@adventure-works.com,30000,1,1,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,0,0,9557 Steven Circle,,1 (11) 500 555-0191,2004-02-09 00:00:00,1-2 Miles
11558,276,AW00011558,,Ivan,E,Malhotra,0,1967-08-22 00:00:00,S,,M,ivan3@adventure-works.com,30000,1,1,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,0,0,5086 Nottingham Place,,1 (11) 500 555-0198,2004-06-02 00:00:00,0-1 Miles
11559,161,AW00011559,,Frederick,M,Subram,0,1967-12-16 00:00:00,S,,M,frederick12@adventure-works.com,30000,1,1,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,0,1,Rotthäuser Weg 636,,1 (11) 500 555-0111,2004-06-01 00:00:00,0-1 Miles
11560,248,AW00011560,,Whitney,,Srini,0,1967-08-13 00:00:00,S,,F,whitney7@adventure-works.com,30000,1,1,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,0,1,7341 Rockne Drive,,1 (11) 500 555-0115,2004-06-05 00:00:00,1-2 Miles
11561,159,AW00011561,,Briana,,Dominguez,0,1966-07-24 00:00:00,S,,F,briana12@adventure-works.com,10000,5,5,Partial High School,Educación secundaria (en curso),Niveau bac,Manual,Obrero,Ouvrier,1,2,Hüttenstr 7005,,1 (11) 500 555-0166,2002-08-22 00:00:00,0-1 Miles
11562,158,AW00011562,,Jarrod,,Gonzalez,0,1966-04-19 00:00:00,M,,M,jarrod17@adventure-works.com,20000,1,1,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,1,Nonnendamm 22,,1 (11) 500 555-0151,2003-12-28 00:00:00,2-5 Miles
11563,247,AW00011563,,Cesar,,Srini,0,1966-02-01 00:00:00,S,,M,cesar7@adventure-works.com,20000,1,1,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,1,1547 Larkwood Ct.,,1 (11) 500 555-0189,2004-01-06 00:00:00,2-5 Miles
11564,146,AW00011564,,Jorge,L,Liang,0,1966-07-12 00:00:00,S,,M,jorge19@adventure-works.com,20000,1,1,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,2,Heiderweg 4982,,1 (11) 500 555-0161,2002-08-19 00:00:00,0-1 Miles
11565,229,AW00011565,,Erik,S,Diaz,0,1966-07-02 00:00:00,S,,M,erik4@adventure-works.com,20000,2,2,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,0,4408 Trinity Ave.,,1 (11) 500 555-0157,2004-03-11 00:00:00,0-1 Miles
11566,226,AW00011566,,April,L,Shan,0,1967-09-02 00:00:00,M,,F,april8@adventure-works.com,40000,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,"401, boulevard du Montparnasse",,1 (11) 500 555-0172,2003-08-01 00:00:00,0-1 Miles
11567,165,AW00011567,,Carla,,Perez,0,1967-09-23 00:00:00,M,,F,carla24@adventure-works.com,40000,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,Klara Straße 8463,,1 (11) 500 555-0146,2003-09-16 00:00:00,0-1 Miles
